questionnaire_id,questionnaire_name,version,instrument_type,sector,subtype,section,final_item,original_item,item_id,item_text,response_type,default_scoring,allowed_scoring,validation_status,source,source_line_start,source_line_end,notes
sec_slaughter_wastewater,Industria cárnica — Depuración de aguas residuales procedentes de matadero,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Depuración de aguas residuales procedentes de matadero,DEPURACIÓN DE AGUAS RESIDUALES PROCEDENTES DE MATADERO,1,1,SEC-SLAUGHTER-WASTEWATER-F2015-001,"¿Se tiene en cuenta que los procesos de trabajo eviten o reduzcan sensiblemente la liberación de contaminantes biológicos en el lugar de trabajo (generación de polvo de los lodos o aerosoles generados por los trasvases, sistemas de aireación) y el contacto de los trabajadores con ellos? El riesgo de contaminación por la vía respiratoria es mayor en las zonas con posibilidad de generación de aerosoles, sobretodo en la proximidad de los sistemas de aireación de las piscinas, de pulverización, saltos de agua y zonas de impacto en los efluentes y los lodos",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1937,1943,Use as source-preserved sector-specific instrument; do not label as validated.
sec_slaughter_wastewater,Industria cárnica — Depuración de aguas residuales procedentes de matadero,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Depuración de aguas residuales procedentes de matadero,DEPURACIÓN DE AGUAS RESIDUALES PROCEDENTES DE MATADERO,2,2,SEC-SLAUGHTER-WASTEWATER-F2015-002,"¿El personal que opera en la planta de tratamiento de aguas residuales utiliza ropa de trabajo adecuada, calzado de goma y otras prendas de protección?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1944,1945,Use as source-preserved sector-specific instrument; do not label as validated.
sec_slaughter_wastewater,Industria cárnica — Depuración de aguas residuales procedentes de matadero,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Depuración de aguas residuales procedentes de matadero,DEPURACIÓN DE AGUAS RESIDUALES PROCEDENTES DE MATADERO,3,3,SEC-SLAUGHTER-WASTEWATER-F2015-003,¿El personal cuando tiene alguna herida abierta la cubre con apósitos impermeables para evitar el contacto directo con las aguas contaminadas?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1946,1947,Use as source-preserved sector-specific instrument; do not label as validated.
sec_slaughter_wastewater,Industria cárnica — Depuración de aguas residuales procedentes de matadero,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Depuración de aguas residuales procedentes de matadero,DEPURACIÓN DE AGUAS RESIDUALES PROCEDENTES DE MATADERO,4,4,SEC-SLAUGHTER-WASTEWATER-F2015-004,"¿Está prohibido comer, fumar y beber durante la jornada laboral?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1948,1948,Use as source-preserved sector-specific instrument; do not label as validated.
sec_slaughter_wastewater,Industria cárnica — Depuración de aguas residuales procedentes de matadero,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Depuración de aguas residuales procedentes de matadero,DEPURACIÓN DE AGUAS RESIDUALES PROCEDENTES DE MATADERO,5,5,SEC-SLAUGHTER-WASTEWATER-F2015-005,¿Para el secado de las manos en los retretes existen toallas de papel desechables o corrientes de aire?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1949,1950,Use as source-preserved sector-specific instrument; do not label as validated.
sec_slaughter_wastewater,Industria cárnica — Depuración de aguas residuales procedentes de matadero,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Depuración de aguas residuales procedentes de matadero,DEPURACIÓN DE AGUAS RESIDUALES PROCEDENTES DE MATADERO,6,6,SEC-SLAUGHTER-WASTEWATER-F2015-006,¿La recogida de lodos procedentes de las balsas la realiza personal cualificado con medios adecuados? La recogida de lodos procedentes de la depuradora de aguas residuales se deberá realizar con medios adecuados evitando la exposición de los trabajadores al máximo.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1951,1956,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,1,1,SEC-CUTTING-BUTCHER-F2015-001,¿El cierre de las ventanas es totalmente hermético?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1972,1972,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,2,2,SEC-CUTTING-BUTCHER-F2015-002,"¿Los equipos y utensilios destinados a la elaboración de productos cárnicos se mantienen en buen estado de conservación y se limpian, desinfectan de acuerdo con lo establecido en el programa correspondiente?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1973,1975,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,3,3,SEC-CUTTING-BUTCHER-F2015-003,¿Todas las superficies de trabajo son impermeables y de materiales fáciles de limpiar? Los utensilios no deberán disponer de elementos de madera.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1976,1978,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,4,4,SEC-CUTTING-BUTCHER-F2015-004,"¿Todas las estructuras de apoyo (mesas, bandejas, carros,…) se conservan en perfecto estado y se inspeccionan, limpian periódicamente? Las superficies de trabajo se mantendrán en todo momento limpias. Es importante que toda superficie que esté en contacto directo con alimentos se haya limpiado y secado antes de utilizarlas.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1979,1983,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,5,5,SEC-CUTTING-BUTCHER-F2015-005,¿La higiene de locales se asegura mediante un procedimiento establecido de limpieza?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1984,1984,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,6,6,SEC-CUTTING-BUTCHER-F2015-006,"¿Las materias primas, productos auxiliares y otros materiales se evita que estén en contacto directo con el suelo? Las materias primas, productos auxiliares y otros materiales deberán estar aislados del mismo mediante el empleo de palets u otros dispositivos que no deberán ser de madera salvo en el caso de los productos estén embalados. Los condimentos deberán conservarse en lugares limpios y secos, debidamente acondicionados y procurando conservar los envases cerrados.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1985,1990,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,7,7,SEC-CUTTING-BUTCHER-F2015-007,"¿Se realiza la limpieza del lugar de trabajo una vez terminados los procesos de fabricación para evitar que los restos orgánicos se sequen, adhieran a las superficies…?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1991,1992,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,8,8,SEC-CUTTING-BUTCHER-F2015-008,"¿Se realizan limpiezas generales programadas con carácter periódico? Todas las zonas de trabajo se deberán limpiar al menos una vez cada 15 días en la limpieza general del lugar de trabajo. En esta limpieza se deberán incluir las puertas de entrada, escaleras si las hubiera, elevadores, …",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1993,1996,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,9,9,SEC-CUTTING-BUTCHER-F2015-009,"¿Se evita dejar fuera de la instalación las estructuras usadas, las que no se han limpiado, jamones de retorno, recipientes utilizados para el transporte de carnes y alimentos,…? Si se dejan estos elementos dentro de la carnicería existe un riesgo del aumento de insectos en las proximidades de la fábrica y por lo tanto aumenta el riesgo de entrada.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",1997,2001,Use as source-preserved sector-specific instrument; do not label as validated.
sec_cutting_butcher,Industria cárnica — Salas de despiece y carnicerías,final_2015_annex1_unvalidated,sector_specific_questionnaire,Industria cárnica,Salas de despiece y carnicerías,SALAS DE DESPIECE Y CARNICERÍAS,10,10,SEC-CUTTING-BUTCHER-F2015-010,"¿El almacén dispone de una única entrada al mismo? Cuantas menos aberturas existan en el almacén, menor probabilidad habrá de contaminación externa. Lo más aconsejable es una única puerta suprimiendo en la medida de lo posible otras aberturas.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2002,2006,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,1,1,SEC-CLINICAL-LABS-F2015-001,¿Puede restringirse el acceso a las zonas de laboratorio al personal autorizado?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2027,2027,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,2,2,SEC-CLINICAL-LABS-F2015-002,¿En el centro existen cabinas de seguridad biológica?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2028,2028,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,3,3,SEC-CLINICAL-LABS-F2015-003,"¿Los lavabos, para uso del personal del centro, preferiblemente será accionable con el codo o con el pie?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2029,2030,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,4,4,SEC-CLINICAL-LABS-F2015-004,¿Existen lavaojos por todo el centro de trabajo?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2031,2031,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,5,5,SEC-CLINICAL-LABS-F2015-005,¿Los lavaojos están señalizados e identificados?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2032,2032,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,6,6,SEC-CLINICAL-LABS-F2015-006,"¿El mobiliario es robusto y hay espacio suficiente, entre ellos, para facilitar la limpieza?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2033,2033,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,7,7,SEC-CLINICAL-LABS-F2015-007,"¿Se dispone en todas las áreas de material para curas, desinfectantes y antisépticos para los ojos?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2034,2035,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,8,8,SEC-CLINICAL-LABS-F2015-008,"¿Las salas de descanso son adecuadas para comer, con nevera para alimentos,…?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2036,2036,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,9,9,SEC-CLINICAL-LABS-F2015-009,"¿Existen bolsas para la ropa de lavandería, diferenciadas para la ropa posiblemente contaminada o muy sucia (que se hayan utilizado para recoger, por ejemplo, grandes cantidades de sangre o cualquier fluido biológico)?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2037,2039,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,10,10,SEC-CLINICAL-LABS-F2015-010,¿Hay vestuarios provistos de dobles taquillas u otro sistema que impida que la ropa de trabajo se mezcle con la ropa de calle?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2040,2041,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,11,11,SEC-CLINICAL-LABS-F2015-011,¿Existe una clasificación de las zonas de trabajo según los niveles de bioseguridad?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2042,2042,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,12,12,SEC-CLINICAL-LABS-F2015-012,"¿Se encuentran los locales de almacenamiento, estanterías, etc. dispuestos de modo que el material no pueda resbalar, aplastarse o caer?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2043,2044,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,13,13,SEC-CLINICAL-LABS-F2015-013,¿Pueden cerrarse con llave los frigoríficos y las zonas de almacenamiento?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2045,2045,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,14,14,SEC-CLINICAL-LABS-F2015-014,¿Se realizan limpiezas periódicas del sistema de ventilación y climatización de las instalaciones?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2046,2046,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,15,15,SEC-CLINICAL-LABS-F2015-015,Si existen cabinas de seguridad biológica ¿Se limpian periódicamente?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2047,2047,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,16,16,SEC-CLINICAL-LABS-F2015-016,"¿Se realiza limpieza de las herramientas utilizadas con un agente desinfectante de amplio espectro (bactericida, fungicida y virucida)?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2048,2049,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,17,17,SEC-CLINICAL-LABS-F2015-017,¿El material utilizado es preferiblemente de plástico o desechable? Es preferible la utilización de material plástico que no se rompe tan fácilmente.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2050,2051,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,18,18,SEC-CLINICAL-LABS-F2015-018,¿Existen zonas clasificadas como zonas de contención donde se manipulen microorganismos según su nivel de clasificación?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2052,2053,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,19,19,SEC-CLINICAL-LABS-F2015-019,"¿Estas zonas disponen de sistemas de climatización, ventilación y renovación de aire independientes?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2054,2055,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,20,20,SEC-CLINICAL-LABS-F2015-020,¿En las zonas de contención 3 y 4 el acceso está limitado al personal designado?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2056,2056,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,21,21,SEC-CLINICAL-LABS-F2015-021,"¿El diseño del área de trabajo permite, en caso que sea necesario, ser precintada para su desinfección?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2057,2058,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,22,22,SEC-CLINICAL-LABS-F2015-022,"¿El personal lleva, en particular, ropa de trabajo y calzado adecuado y otras prendas de protección?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2059,2060,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,23,23,SEC-CLINICAL-LABS-F2015-023,¿Los trabajadores usan bata y uniforme de trabajo para evitar que pueda contaminarse la ropa de calle?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2061,2062,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,24,24,SEC-CLINICAL-LABS-F2015-024,"¿Llevan bata limpia (no necesita que sea estéril) para proteger la piel y prevenir el manchado del uniforme durante los procedimientos que puedan producir salpicaduras de sangre, fluidos, secreciones o excreciones?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2063,2070,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,25,25,SEC-CLINICAL-LABS-F2015-025,¿La bata si está manchada se cambia tan pronto como es posible y después se lavan las manos?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2071,2072,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,26,26,SEC-CLINICAL-LABS-F2015-026,"¿Se procede al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos y siempre después de quitarse los guantes?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2073,2074,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,27,27,SEC-CLINICAL-LABS-F2015-027,"Al salir de la zona de trabajo (zonas de contención), ¿el trabajador se quita las ropas de trabajo y los equipos de protección individual potencialmente contaminados y sucios y los guarda en un lugar que no contiene otras prendas?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2075,2077,Use as source-preserved sector-specific instrument; do not label as validated.
sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",final_2015_annex1_unvalidated,sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,28,28,SEC-CLINICAL-LABS-F2015-028,¿Se cambia de guantes tras el contacto con cada paciente y siempre que el guante se rompa?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2078,2078,Use as source-preserved sector-specific instrument; do not label as validated.
